18080,18079,0.0255781,42.3931,0.0229172,-8.66019e-11,384.093, 
18079,26719,0.0257739,30.846,0.123208,1.49559e-11,121.73, 
26719,26721,0.0965146,30.176,0.596432,-5.78967e-11,33.719, 
26721,26722,0.019723,30,0.0616596,-0.0455611,126.239, 
26722,26723,0.052065,30.846,0.248889,1.49566e-11,60.2604, 
26723,26724,0.016751,30,0.153385,-0.0190554,215.518, 
26724,43791,0.0450752,30.846,0.215476,1.49568e-11,69.605, 
43791,43790,0.0536677,30,0.655248,-0.495563,135.963, 
43790,43789,0.0647661,30.8117,0.507443,7.40203e-11,65.2224, 
43789,43788,0.0842243,30,0.116111,-0.460512,48.4287, 
43788,43787,0.0777253,30.846,0.371555,1.49561e-11,40.3659, 
43787,43786,0.0958828,30.176,0.592528,-5.78962e-11,33.9412, 
43786,43785,0.0564741,30.846,0.269967,1.49561e-11,55.5556, 
43785,10283,0.0230067,30.176,0.142175,-5.78971e-11,141.453, 
10283,10282,0.0727553,30.846,0.347796,1.49564e-11,43.1234, 
10282,10281,0.120744,30.176,0.746162,-5.78978e-11,26.9528, 
10281,10280,0.101702,30.846,0.486172,1.49566e-11,30.8495, 
10280,10279,0.173194,30.176,1.07029,-5.78958e-11,18.7903, 
10279,10278,0.174948,30,0.241182,-0.460512,23.3148, 
10278,10277,0.117615,30.846,0.562241,1.49564e-11,26.6757, 
10277,10276,0.0523944,30,0.0722306,-0.460512,77.8494, 
10276,10275,0.0468421,30.846,0.223922,1.49553e-11,66.9794, 
10275,10274,0.0218852,30,0.0684191,-0.0455611,113.767, 
10274,10272,0.0337716,30.846,0.16144,1.49557e-11,92.9023, 
10272,10271,0.0274839,30.176,0.169843,-5.78969e-11,118.41, 
10271,33947,0.0223138,30.846,0.106668,1.49568e-11,140.606, 
33947,33948,0.0212166,30.846,0.101423,1.49555e-11,147.877, 
33948,43784,0.0484981,30.176,0.299704,-5.78964e-11,67.1032, 
43784,43783,0.042246,30,0.515797,-0.495563,172.722, 
43783,10260,0.52126,30.846,2.49181,1.49566e-11,6.01899, 
10260,43780,0.0973539,30.846,0.465387,1.49559e-11,32.2273, 
43780,43779,0.00493268,30,0.00680016,-0.460512,826.908, 
43779,43778,0.0120774,30.846,0.0577346,1.49561e-11,259.778, 
43778,31795,0.0168309,30,0.154116,-0.0190554,214.495, 
31795,43777,0.00522381,30,0.047833,-0.0190554,691.093, 
43777,43776,0.0282641,30.8117,0.22145,7.40217e-11,149.455, 
43776,13246,0.00706506,49.2553,0.0081221,8.83982e-11,489.197, 
13246,43774,0.0900201,30,0.281428,-0.0455611,27.6584, 
43774,43771,0.355213,30.846,1.69804,1.49564e-11,8.83261, 
43771,10249,0.0870403,30,0.272112,-0.0455611,28.6052, 
10249,10246,0.195552,30.846,0.934808,1.49568e-11,16.0441, 
10246,10245,0.0660601,30.176,0.408232,-5.78962e-11,49.264, 
10245,9208,0.0164957,30,0.0515702,-0.0455611,150.937, 
9208,9207,0.0740268,30.846,0.353875,1.49555e-11,42.3827, 
9207,9206,0.0427422,30.8117,0.334886,7.40199e-11,98.8296, 
9206,9205,0.0616225,17.5908,0.677587,0.539448,2.84217e-14, 
9205,9204,0.0363766,20,0.534817,-2.58146,694.291, 
9204,9203,0.0381337,20.8,0.546612,-3.98588,899.853, 
9203,9202,0.00683169,42.3931,0.00612096,-8.66002e-11,1438.06, 
9202,9201,0.0110107,49.5211,0.0126342,1.06948e-11,323.154, 
9201,9200,0.0233487,49.4486,0.0267853,-9.17932e-12,151.659, 
