30706,15698,0.0134362,67.8,0.193844,-13.5239,3635.72, 
15698,30703,0.0656582,67.8,0.947252,-13.5239,744.007, 
30703,30702,0.0156154,70,0.183972,-14.9832,3472.04, 
30702,30701,0.00926701,70,0.0754908,-12.4563,3764.11, 
30701,30697,0.181868,67.8,2.62381,-13.5239,268.602, 
30697,30696,0.00659625,70,0.0537343,-12.4563,5288.16, 
30696,30686,0.442772,67.8,6.38787,-13.5239,110.328, 
30686,30685,0.0199432,70,0.162461,-12.4563,1749.07, 
30685,30683,0.0527663,60.2,0.77065,-8.18804,549.834, 
30683,30682,0.0206978,67.8,0.298608,-13.5239,2360.16, 
30682,30681,0.0324325,70,0.382102,-14.9832,1671.7, 
30681,30679,0.021794,67.8,0.314422,-13.5239,2241.45, 
30679,30678,0.00657176,70,0.0774248,-14.9832,8250.05, 
30678,30677,0.00678977,67.8,0.0979561,-13.5239,7194.67, 
30677,30676,0.0041529,51.4,0.0599924,-6.57244,6725.36, 
30676,30675,0.00505426,70,0.041173,-12.4563,6901.51, 
30675,30674,0.00635844,70,0.0749116,-14.9832,8526.82, 
30674,30673,0.0129472,26,0.190449,-0.990775,822.706, 
30673,30672,0.0177003,45.8,0.258515,-3.30704,803.256, 
30672,30671,0.0197369,70,0.232529,-14.9832,2747.01, 
30671,30670,0.0168154,67.8,0.242596,-13.5239,2905.08, 
30670,30669,0.0293258,60.2,0.428302,-8.18804,989.325, 
30669,30666,0.101921,67.8,1.47042,-13.5239,479.293, 
30666,30665,0.0232149,60.2,0.339053,-8.18804,1249.75, 
30665,30664,0.00667638,67.8,0.0963203,-13.5239,7316.86, 
30664,30662,0.0714158,60.2,1.04302,-8.18804,406.251, 
30662,30661,0.0242649,67.8,0.35007,-13.5239,2013.2, 
30661,30659,0.0531176,60.2,0.775781,-8.18804,546.197, 
30659,30658,0.0205426,70,0.102201,-17.8128,3956.31, 
30658,30657,0.0115583,70,0.136174,-14.9832,4690.76, 
30657,30656,0.031727,70,0.0631387,-2.2159,327.112, 
30656,30655,0.00981777,70,0.115667,-14.9832,5522.37, 
30655,30654,0.00701889,28.8394,0.093121,0.197515,0, 
30654,30074,0.00768308,67.8,0.110844,-13.5239,6358.15, 
30074,30653,0.0193548,67.8,0.279232,-13.5239,2523.93, 
30653,30652,0.0493254,60.2,0.720396,-8.18804,588.19, 
30652,30651,0.0156239,70,0.127275,-12.4563,2232.61, 
30651,30650,0.0219788,67.8,0.317089,-13.5239,2222.6, 
30650,30649,0.0110774,60.2,0.161784,-8.18804,2619.1, 
30649,30648,0.0115861,67.8,0.167153,-13.5239,4216.26, 
30648,30647,0.0313796,51.4,0.453307,-6.57244,890.06, 
30647,30645,0.0785347,67.8,1.13302,-13.5239,622.02, 
30645,30644,0.0254595,60.2,0.371834,-8.18804,1139.56, 
30644,14481,0.000860414,70,0.00170201,-2.25618,12493.1, 
14481,30643,0.0484304,67.8,0.698705,-13.5239,1008.67, 
30643,30642,0.00995639,70,0.0495336,-17.8128,8162.89, 
30642,30641,0.0107623,70,0.126795,-14.9832,5037.73, 
30641,30640,0.00977438,28.8394,0.129679,0.197515,3.41061e-13, 
30640,30639,0.0437479,51.4,0.631978,-6.57244,638.425, 
30639,30638,0.0238769,70,0.118789,-17.8128,3403.83, 
30638,25557,0.0387012,70,0.455956,-14.9832,1400.92, 
25557,30635,0.045341,67.8,0.654134,-13.5239,1077.4, 
30635,30634,0.0321945,40,0.47457,-3.18045,488.113, 
30634,17195,0.00398952,70,0.00795269,-2.22291,2605.94, 
17195,17190,0.00764417,70,0.0151513,-2.25936,1404.28, 
17190,17189,0.0422875,13.8,0.616941,-2.70043,1278.56, 
17189,17188,0.0042137,60.2,0.0615409,-8.18804,6885.33, 
17188,17187,0.00545542,67.8,0.0787055,-13.5239,8954.42, 
17187,26897,0.00672311,51.4,0.0971213,-6.57244,4154.29, 
26897,26896,0.00677908,67.8,0.0978019,-13.5239,7206.02, 
26896,26895,0.00568382,70,0.0112788,-2.23702,1856.32, 
26895,26894,0.00628522,70,0.012461,-2.23725,1680.36, 
26894,26893,0.00264447,67.8,0.0381518,-13.5239,18472.6, 
26893,26892,0.00314906,70,0.00627732,-2.22291,3301.45, 
26892,45984,0.00262083,70,0.00520527,-2.23639,4020.7, 
45984,17183,0.0100213,70,0.118065,-14.9832,5410.23, 
17183,17182,0.0142792,67.8,0.206007,-13.5239,3421.06, 
17182,17192,0.109705,67.8,1.58271,-13.5239,445.287, 
17192,17176,0.0381192,67.8,0.549947,-13.5239,1281.51, 
17176,11920,0.0190764,67.8,0.275215,-13.5239,2560.77, 
11920,17174,0.0795156,67.8,1.14717,-13.5239,614.347, 
17174,17172,0.0959469,67.8,1.38423,-13.5239,509.138, 
17172,17171,0.0320757,60.2,0.468465,-8.18804,904.506, 
17171,17161,0.584812,67.8,8.43709,-13.5239,83.5314, 
17161,25707,0.24395,67.8,3.51948,-13.5239,200.246, 
25707,25701,0.494287,67.8,7.13108,-13.5239,98.8296, 
25701,19243,0.00547981,67.8,0.0790572,-13.5239,8914.58, 
19243,19241,0.00852968,67.8,0.123058,-13.5239,5727.08, 
19241,19238,0.0681548,67.8,0.98327,-13.5239,716.753, 
19238,33233,0.0191013,67.8,0.275575,-13.5239,2557.42, 
33233,33232,0.0187881,67.8,0.271055,-13.5239,2600.07, 
33232,33231,0.0157909,70,0.18604,-14.9832,3433.45, 
33231,43829,0.0389676,67.8,0.562186,-13.5239,1253.61, 
43829,43823,0.12059,67.8,1.73975,-13.5239,405.093, 
43823,43821,0.0283924,70,0.334504,-14.9832,1909.57, 
43821,43819,0.0856978,67.8,1.23636,-13.5239,570.028, 
43819,43818,0.0642987,60.2,0.939079,-8.18804,451.218, 
43818,43817,0.00678655,70,0.0552845,-12.4563,5139.87, 
43817,43816,0.0390745,70,0.460354,-14.9832,1387.54, 
43816,43808,0.225349,67.8,3.25111,-13.5239,216.776, 
43808,43807,0.00958658,60.2,0.140012,-8.18804,3026.39, 
43807,43806,0.0318296,51.4,0.459807,-6.57244,877.477, 
